구,연월,발생건수,부상자수,사망자수
강서구,2012-03-01,133,216,1
강서구,2012-04-01,151,206,2
강서구,2012-05-01,173,266,2
강서구,2012-06-01,159,212,3
강서구,2012-07-01,150,205,4
강서구,2012-08-01,139,193,1
강서구,2012-09-01,162,232,1
강서구,2012-10-01,158,219,4
강서구,2012-11-01,141,227,1
강서구,2012-12-01,124,195,2
강서구,2013-01-01,129,182,2
강서구,2013-02-01,104,161,3
강서구,2013-03-01,152,193,3
강서구,2013-04-01,153,232,3
강서구,2013-05-01,149,208,1
강서구,2013-06-01,157,237,4
강서구,2013-07-01,151,238,2
강서구,2013-08-01,155,246,2
강서구,2013-09-01,146,214,1
강서구,2013-10-01,168,233,2
강서구,2013-11-01,127,168,2
강서구,2013-12-01,124,205,1
강서구,2014-01-01,104,155,0
강서구,2014-02-01,120,168,0
강서구,2014-03-01,173,237,5
강서구,2014-04-01,120,168,3
강서구,2014-05-01,170,275,6
강서구,2014-06-01,161,247,2
강서구,2014-07-01,162,230,1
강서구,2014-08-01,160,219,3
강서구,2014-09-01,145,218,3
강서구,2014-10-01,161,234,3
강서구,2014-11-01,175,259,2
강서구,2014-12-01,155,204,4
강서구,2015-01-01,128,203,0
강서구,2015-02-01,125,161,0
강서구,2015-03-01,130,217,1
강서구,2015-04-01,178,240,1
강서구,2015-05-01,160,216,1
강서구,2015-06-01,146,192,0
강서구,2015-07-01,178,239,0
강서구,2015-08-01,173,235,2
강서구,2015-09-01,174,297,5
강서구,2015-10-01,167,238,1
강서구,2015-11-01,201,278,1
강서구,2015-12-01,172,246,0
강서구,2016-01-01,141,194,3
강서구,2016-02-01,138,189,1
강서구,2016-03-01,139,169,2
강서구,2016-04-01,159,196,0
강서구,2016-05-01,153,201,0
강서구,2016-06-01,140,177,1
강서구,2016-07-01,145,181,1
강서구,2016-08-01,146,205,2
강서구,2016-09-01,137,187,0
강서구,2016-10-01,138,182,2
강서구,2016-11-01,131,166,1
강서구,2016-12-01,124,183,0
강서구,2017-01-01,155,237,1
강서구,2017-02-01,112,154,1
강서구,2017-03-01,140,174,1
강서구,2017-04-01,146,201,0
강서구,2017-05-01,121,156,0
강서구,2017-06-01,147,183,3
강서구,2017-07-01,136,192,1
강서구,2017-08-01,129,189,2
강서구,2017-09-01,128,166,2
강서구,2017-10-01,137,195,0
강서구,2017-11-01,114,159,0
강서구,2017-12-01,119,149,1
강서구,2018-01-01,134,210,3
강서구,2018-02-01,134,177,0
강서구,2018-03-01,109,164,0
강서구,2018-04-01,124,206,0
강서구,2018-05-01,103,155,1
강서구,2018-06-01,131,189,2
강서구,2018-07-01,115,173,0
강서구,2018-08-01,141,228,2
강서구,2018-09-01,116,169,1
강서구,2018-10-01,122,156,0
강서구,2018-11-01,146,208,0
강서구,2018-12-01,127,173,2
강서구,2019-01-01,136,179,1
강서구,2019-02-01,131,165,0
강서구,2019-03-01,144,194,2
강서구,2019-04-01,140,189,2
강서구,2019-05-01,153,230,5
강서구,2019-06-01,143,206,1
강서구,2019-07-01,147,185,0
강서구,2019-08-01,189,260,1
강서구,2019-09-01,162,237,1
강서구,2019-10-01,167,214,4
강서구,2019-11-01,162,226,1
강서구,2019-12-01,155,206,2
강서구,2020-01-01,135,193,2
강서구,2020-02-01,128,163,1
강서구,2020-03-01,123,172,2
강서구,2020-04-01,124,180,1
강서구,2020-05-01,158,204,3
강서구,2020-06-01,137,188,2
강서구,2020-07-01,128,173,1
강서구,2020-08-01,129,169,2
강서구,2020-09-01,150,214,1
강서구,2020-10-01,130,175,2
강서구,2020-11-01,133,175,0
강서구,2020-12-01,100,125,0
강서구,2021-01-01,107,144,0
강서구,2021-02-01,92,131,1
강서구,2021-03-01,116,154,0
강서구,2021-04-01,126,171,2
강서구,2021-05-01,141,186,1
강서구,2021-06-01,144,184,1
강서구,2021-07-01,149,192,1
강서구,2021-08-01,117,187,3
강서구,2021-09-01,121,154,1
강서구,2021-10-01,130,183,2
강서구,2021-11-01,131,181,1
강서구,2021-12-01,127,175,0
강서구,2022-01-01,140,183,2
강서구,2022-02-01,116,139,1
강서구,2022-03-01,112,147,0
강서구,2022-04-01,135,169,3
강서구,2022-05-01,154,209,3
강서구,2022-06-01,155,204,1
강서구,2022-07-01,143,176,3
강서구,2022-08-01,126,168,1
강서구,2022-09-01,131,175,1
강서구,2022-10-01,133,172,0
강서구,2022-11-01,125,171,0
강서구,2022-12-01,136,195,0
강서구,2023-01-01,112,149,0
강서구,2023-02-01,106,157,0
강서구,2023-03-01,112,156,4
강서구,2023-04-01,139,191,1
강서구,2023-05-01,134,185,0
강서구,2023-06-01,133,204,0
강서구,2023-07-01,121,175,2
강서구,2023-08-01,128,175,1
강서구,2023-09-01,153,199,1
강서구,2023-10-01,135,169,0
강서구,2023-11-01,126,179,0
강서구,2023-12-01,119,173,0
강서구,2024-01-01,103,135,3
강서구,2024-02-01,105,154,0
강서구,2024-03-01,122,166,1
강서구,2024-04-01,118,141,1
강서구,2024-05-01,150,191,0
강서구,2024-06-01,121,160,0
강서구,2024-07-01,133,166,1
강서구,2024-08-01,144,178,0
강서구,2024-09-01,137,178,1
강서구,2024-10-01,146,185,1
강서구,2024-11-01,135,179,4
강서구,2024-12-01,124,168,0
관악구,2005-01-01,97,135,1
관악구,2005-02-01,111,146,2
관악구,2005-03-01,130,176,2
관악구,2005-04-01,151,214,1
관악구,2005-05-01,142,223,2
관악구,2005-06-01,134,188,1
관악구,2005-07-01,148,198,3
관악구,2005-08-01,141,212,1
관악구,2005-09-01,147,217,4
관악구,2005-10-01,156,225,2
관악구,2005-11-01,136,185,3
관악구,2005-12-01,151,230,3
관악구,2006-01-01,114,164,0
관악구,2006-02-01,112,150,0
관악구,2006-03-01,133,173,2
관악구,2006-04-01,134,188,1
관악구,2006-05-01,148,215,1
관악구,2006-06-01,141,215,3
관악구,2006-07-01,136,193,2
관악구,2006-08-01,166,251,1
관악구,2006-09-01,156,225,1
관악구,2006-10-01,137,207,0
관악구,2006-11-01,144,193,0
관악구,2006-12-01,148,202,1
관악구,2007-01-01,143,201,1
관악구,2007-02-01,110,160,0
관악구,2007-03-01,150,246,0
관악구,2007-04-01,144,195,2
관악구,2007-05-01,154,204,2
관악구,2007-06-01,163,220,3
관악구,2007-07-01,147,183,2
관악구,2007-08-01,163,232,4
관악구,2007-09-01,175,234,1
관악구,2007-10-01,180,269,1
관악구,2007-11-01,161,216,1
관악구,2007-12-01,154,237,1
관악구,2008-01-01,124,180,0
관악구,2008-02-01,136,187,1
관악구,2008-03-01,137,187,2
관악구,2008-04-01,150,202,2
관악구,2008-05-01,178,247,2
관악구,2008-06-01,179,225,1
관악구,2008-07-01,168,233,0
관악구,2008-08-01,190,287,2
관악구,2008-09-01,150,204,0
관악구,2008-10-01,170,229,2
관악구,2008-11-01,183,269,0
관악구,2008-12-01,179,260,1
관악구,2009-01-01,159,248,3
관악구,2009-02-01,151,216,1
관악구,2009-03-01,157,208,0
관악구,2009-04-01,180,241,0
관악구,2009-05-01,157,245,0
관악구,2009-06-01,169,244,1
관악구,2009-07-01,168,213,3
관악구,2009-08-01,151,221,1
관악구,2009-09-01,195,268,1
관악구,2009-10-01,166,220,1
관악구,2009-11-01,172,230,2
관악구,2009-12-01,154,224,1
관악구,2010-01-01,140,198,1
관악구,2010-02-01,156,218,2
관악구,2010-03-01,140,183,1
관악구,2010-04-01,144,212,2
관악구,2010-05-01,175,241,2
관악구,2010-06-01,169,238,1
관악구,2010-07-01,163,238,3
관악구,2010-08-01,147,216,0
관악구,2010-09-01,153,217,1
관악구,2010-10-01,163,235,0
관악구,2010-11-01,153,221,1
관악구,2010-12-01,148,215,2
관악구,2011-01-01,119,182,1
관악구,2011-02-01,114,158,1
관악구,2011-03-01,142,192,1
관악구,2011-04-01,142,207,5
관악구,2011-05-01,165,226,0
관악구,2011-06-01,170,222,2
관악구,2011-07-01,151,197,1
관악구,2011-08-01,152,221,4
관악구,2011-09-01,154,206,1
관악구,2011-10-01,152,212,0
관악구,2011-11-01,138,182,0
관악구,2011-12-01,138,191,1
관악구,2012-01-01,109,159,3
관악구,2012-02-01,117,162,2
관악구,2012-03-01,145,201,1
관악구,2012-04-01,159,210,1
관악구,2012-05-01,158,200,1
관악구,2012-06-01,133,173,1
관악구,2012-07-01,150,206,2
관악구,2012-08-01,173,221,1
관악구,2012-09-01,156,205,3
관악구,2012-10-01,124,161,1
관악구,2012-11-01,159,213,1
관악구,2012-12-01,130,188,3
관악구,2013-01-01,139,202,0
관악구,2013-02-01,108,154,0
관악구,2013-03-01,151,214,4
관악구,2013-04-01,156,260,2
관악구,2013-05-01,178,227,3
관악구,2013-06-01,181,259,1
관악구,2013-07-01,134,185,0
관악구,2013-08-01,152,191,1
관악구,2013-09-01,119,158,3
관악구,2013-10-01,149,223,2
관악구,2013-11-01,147,207,1
관악구,2013-12-01,139,202,3
관악구,2014-01-01,115,178,2
관악구,2014-02-01,128,188,1
관악구,2014-03-01,129,176,2
관악구,2014-04-01,152,196,3
관악구,2014-05-01,126,163,3
관악구,2014-06-01,144,208,0
관악구,2014-07-01,145,176,2
관악구,2014-08-01,186,240,2
관악구,2014-09-01,138,167,2
관악구,2014-10-01,147,204,2
관악구,2014-11-01,157,217,1
관악구,2014-12-01,149,204,2
관악구,2015-01-01,139,180,2
관악구,2015-02-01,96,128,1
관악구,2015-03-01,128,168,0
관악구,2015-04-01,140,187,0
관악구,2015-05-01,157,198,1
관악구,2015-06-01,123,153,1
관악구,2015-07-01,142,186,0
관악구,2015-08-01,136,175,1
관악구,2015-09-01,125,174,0
관악구,2015-10-01,157,209,4
관악구,2015-11-01,144,193,1
관악구,2015-12-01,138,184,1
관악구,2016-01-01,115,150,2
관악구,2016-02-01,95,133,3
관악구,2016-03-01,121,159,1
관악구,2016-04-01,132,199,2
관악구,2016-05-01,145,192,2
관악구,2016-06-01,110,142,1
관악구,2016-07-01,141,184,0
관악구,2016-08-01,90,131,1
관악구,2016-09-01,118,161,0
관악구,2016-10-01,130,184,1
관악구,2016-11-01,97,110,3
관악구,2016-12-01,114,150,3
관악구,2017-01-01,105,136,3
관악구,2017-02-01,92,123,1
관악구,2017-03-01,115,157,2
관악구,2017-04-01,101,131,0
관악구,2017-05-01,108,151,0
관악구,2017-06-01,103,141,0
관악구,2017-07-01,116,149,0
관악구,2017-08-01,121,163,0
관악구,2017-09-01,106,130,1
관악구,2017-10-01,93,133,0
관악구,2017-11-01,115,144,1
관악구,2017-12-01,76,101,3
관악구,2018-01-01,102,130,1
관악구,2018-02-01,108,138,0
관악구,2018-03-01,107,139,2
관악구,2018-04-01,113,148,0
관악구,2018-05-01,119,155,0
관악구,2018-06-01,100,126,0
관악구,2018-07-01,107,148,0
관악구,2018-08-01,115,161,3
관악구,2018-09-01,103,144,1
관악구,2018-10-01,106,149,0
관악구,2018-11-01,115,144,0
관악구,2018-12-01,105,135,1
관악구,2019-01-01,104,148,0
관악구,2019-02-01,94,116,0
관악구,2019-03-01,101,131,2
관악구,2019-04-01,129,163,1
관악구,2019-05-01,115,144,0
관악구,2019-06-01,121,154,0
관악구,2019-07-01,132,166,0
관악구,2019-08-01,128,166,0
관악구,2019-09-01,114,149,1
관악구,2019-10-01,114,144,1
관악구,2019-11-01,117,141,1
관악구,2019-12-01,94,133,4
관악구,2020-01-01,91,129,0
관악구,2020-02-01,114,158,2
관악구,2020-03-01,121,145,1
관악구,2020-04-01,112,137,1
관악구,2020-05-01,111,145,0
관악구,2020-06-01,119,148,1
관악구,2020-07-01,137,173,1
관악구,2020-08-01,145,172,1
관악구,2020-09-01,117,156,1
관악구,2020-10-01,133,160,1
관악구,2020-11-01,121,144,2
관악구,2020-12-01,123,152,2
관악구,2021-01-01,117,171,0
관악구,2021-02-01,97,112,1
관악구,2021-03-01,129,170,0
관악구,2021-04-01,123,169,2
관악구,2021-05-01,138,174,0
관악구,2021-06-01,137,177,0
관악구,2021-07-01,112,142,0
관악구,2021-08-01,115,139,2
관악구,2021-09-01,119,158,1
관악구,2021-10-01,112,140,0
관악구,2021-11-01,115,146,0
관악구,2021-12-01,105,131,2
관악구,2022-01-01,104,143,0
관악구,2022-02-01,89,110,1
관악구,2022-03-01,79,97,0
관악구,2022-04-01,109,153,0
관악구,2022-05-01,122,151,1
관악구,2022-06-01,91,114,1
관악구,2022-07-01,107,146,1
관악구,2022-08-01,71,81,1
관악구,2022-09-01,99,124,1
관악구,2022-10-01,93,129,0
관악구,2022-11-01,104,141,1
관악구,2022-12-01,104,146,2
관악구,2023-01-01,71,87,1
관악구,2023-02-01,75,96,2
관악구,2023-03-01,86,105,1
관악구,2023-04-01,83,118,1
관악구,2023-05-01,93,121,0
관악구,2023-06-01,100,126,1
관악구,2023-07-01,73,96,1
관악구,2023-08-01,100,123,1
관악구,2023-09-01,84,106,0
관악구,2023-10-01,73,87,2
관악구,2023-11-01,76,95,0
관악구,2023-12-01,66,92,0
관악구,2024-01-01,105,129,1
관악구,2024-02-01,103,133,1
관악구,2024-03-01,122,141,1
관악구,2024-04-01,106,143,2
관악구,2024-05-01,104,135,2
관악구,2024-06-01,115,147,1
관악구,2024-07-01,99,113,1
관악구,2024-08-01,107,121,1
관악구,2024-09-01,87,121,0
관악구,2024-10-01,107,131,0
관악구,2024-11-01,97,121,2
관악구,2024-12-01,102,146,1
광진구,2005-01-01,120,196,1
광진구,2005-02-01,84,126,0
광진구,2005-03-01,132,187,3
광진구,2005-04-01,133,197,1
광진구,2005-05-01,144,217,4
광진구,2005-06-01,110,147,2
광진구,2005-07-01,142,196,4
광진구,2005-08-01,122,157,2
광진구,2005-09-01,137,223,1
광진구,2005-10-01,142,198,3
광진구,2005-11-01,131,175,0
광진구,2005-12-01,167,263,0
광진구,2006-01-01,126,192,1
광진구,2006-02-01,96,143,1
광진구,2006-03-01,130,189,1
광진구,2006-04-01,127,183,0
광진구,2006-05-01,142,200,1
광진구,2006-06-01,147,216,1
광진구,2006-07-01,144,205,1
광진구,2006-08-01,144,212,1
광진구,2006-09-01,154,228,1
광진구,2006-10-01,142,204,1
광진구,2006-11-01,131,181,0
광진구,2006-12-01,117,185,2
광진구,2007-01-01,102,142,2
광진구,2007-02-01,107,156,0
광진구,2007-03-01,144,200,1
광진구,2007-04-01,136,206,1
광진구,2007-05-01,148,222,0
광진구,2007-06-01,149,204,3
광진구,2007-07-01,141,202,3
광진구,2007-08-01,148,216,0
광진구,2007-09-01,155,216,2
광진구,2007-10-01,152,222,1
광진구,2007-11-01,145,188,3
광진구,2007-12-01,148,222,1
광진구,2008-01-01,128,189,1
광진구,2008-02-01,119,193,2
광진구,2008-03-01,120,185,2
광진구,2008-04-01,148,201,0
광진구,2008-05-01,155,239,0
광진구,2008-06-01,168,258,1
광진구,2008-07-01,146,220,1
광진구,2008-08-01,126,193,2
광진구,2008-09-01,144,217,1
광진구,2008-10-01,133,189,2
광진구,2008-11-01,128,194,2
광진구,2008-12-01,133,192,3
광진구,2009-01-01,141,230,1
광진구,2009-02-01,104,153,2
광진구,2009-03-01,135,194,7
광진구,2009-04-01,130,170,3
광진구,2009-05-01,152,200,3
광진구,2009-06-01,138,190,1
광진구,2009-07-01,133,192,3
광진구,2009-08-01,123,172,1
광진구,2009-09-01,163,214,2
광진구,2009-10-01,153,214,2
광진구,2009-11-01,143,197,1
광진구,2009-12-01,141,209,0
광진구,2010-01-01,101,140,1
광진구,2010-02-01,90,138,1
광진구,2010-03-01,118,170,2
광진구,2010-04-01,148,201,0
광진구,2010-05-01,139,198,2
광진구,2010-06-01,114,161,1
광진구,2010-07-01,136,203,1
광진구,2010-08-01,151,203,0
광진구,2010-09-01,136,211,1
광진구,2010-10-01,150,230,3
광진구,2010-11-01,138,188,3
광진구,2010-12-01,119,169,2
광진구,2011-01-01,90,140,3
광진구,2011-02-01,94,128,1
광진구,2011-03-01,113,159,1
광진구,2011-04-01,122,164,1
광진구,2011-05-01,115,151,5
광진구,2011-06-01,103,150,2
광진구,2011-07-01,114,184,2
광진구,2011-08-01,130,188,1
광진구,2011-09-01,136,183,2
광진구,2011-10-01,129,186,1
광진구,2011-11-01,146,202,1
광진구,2011-12-01,138,198,3
광진구,2012-01-01,135,213,1
광진구,2012-02-01,142,224,3
광진구,2012-03-01,99,156,0
광진구,2012-04-01,126,171,1
광진구,2012-05-01,138,223,1
광진구,2012-06-01,149,218,1
광진구,2012-07-01,118,163,2
광진구,2012-08-01,116,157,2
광진구,2012-09-01,104,144,3
광진구,2012-10-01,128,169,2
광진구,2012-11-01,115,157,1
광진구,2012-12-01,124,195,0
광진구,2013-01-01,88,186,0
광진구,2013-02-01,71,107,1
광진구,2013-03-01,100,155,1
광진구,2013-04-01,106,150,1
광진구,2013-05-01,144,180,0
광진구,2013-06-01,124,166,0
광진구,2013-07-01,103,157,0
광진구,2013-08-01,122,164,0
광진구,2013-09-01,116,171,0
광진구,2013-10-01,121,157,1
광진구,2013-11-01,97,151,3
광진구,2013-12-01,111,172,3
광진구,2014-01-01,114,159,1
광진구,2014-02-01,85,113,1
광진구,2014-03-01,122,155,1
광진구,2014-04-01,118,176,0
광진구,2014-05-01,131,175,1
광진구,2014-06-01,130,194,1
광진구,2014-07-01,141,207,0
광진구,2014-08-01,139,202,1
광진구,2014-09-01,142,222,2
광진구,2014-10-01,127,161,2
광진구,2014-11-01,110,153,2
광진구,2014-12-01,121,164,0
광진구,2015-01-01,79,128,1
광진구,2015-02-01,69,110,1
광진구,2015-03-01,83,119,0
광진구,2015-04-01,109,159,1
광진구,2015-05-01,111,155,3
광진구,2015-06-01,99,140,1
광진구,2015-07-01,116,164,3
광진구,2015-08-01,111,141,1
광진구,2015-09-01,139,188,2
광진구,2015-10-01,129,186,0
광진구,2015-11-01,106,139,4
광진구,2015-12-01,84,115,0
광진구,2016-01-01,101,165,0
광진구,2016-02-01,75,111,2
광진구,2016-03-01,94,127,0
광진구,2016-04-01,85,119,0
광진구,2016-05-01,102,142,1
광진구,2016-06-01,85,110,1
광진구,2016-07-01,87,131,0
광진구,2016-08-01,90,126,0
광진구,2016-09-01,82,113,1
광진구,2016-10-01,82,105,2
광진구,2016-11-01,78,98,0
광진구,2016-12-01,84,119,2
광진구,2017-01-01,73,105,3
광진구,2017-02-01,78,101,1
광진구,2017-03-01,89,112,1
광진구,2017-04-01,83,106,3
광진구,2017-05-01,101,125,2
광진구,2017-06-01,101,137,2
광진구,2017-07-01,80,95,0
광진구,2017-08-01,86,129,1
광진구,2017-09-01,87,110,0
광진구,2017-10-01,99,133,2
광진구,2017-11-01,89,127,0
광진구,2017-12-01,98,161,1
광진구,2018-01-01,90,119,1
광진구,2018-02-01,84,111,0
광진구,2018-03-01,73,101,1
광진구,2018-04-01,100,126,0
광진구,2018-05-01,101,134,0
광진구,2018-06-01,109,140,0
광진구,2018-07-01,95,130,3
광진구,2018-08-01,101,136,1
광진구,2018-09-01,82,107,0
광진구,2018-10-01,92,135,0
광진구,2018-11-01,111,148,1
광진구,2018-12-01,70,87,3
광진구,2019-01-01,47,70,0
광진구,2019-02-01,62,92,0
광진구,2019-03-01,82,99,1
광진구,2019-04-01,109,142,0
광진구,2019-05-01,100,128,1
광진구,2019-06-01,83,111,0
광진구,2019-07-01,72,102,1
광진구,2019-08-01,90,138,0
광진구,2019-09-01,93,125,0
광진구,2019-10-01,92,121,0
광진구,2019-11-01,77,98,0
광진구,2019-12-01,66,90,0
광진구,2020-01-01,66,97,0
광진구,2020-02-01,55,69,0
광진구,2020-03-01,68,77,0
광진구,2020-04-01,72,93,1
광진구,2020-05-01,95,126,0
광진구,2020-06-01,96,139,1
광진구,2020-07-01,72,107,0
광진구,2020-08-01,71,90,1
광진구,2020-09-01,54,68,0
광진구,2020-10-01,81,98,0
광진구,2020-11-01,78,98,1
광진구,2020-12-01,61,83,0
광진구,2021-01-01,72,94,0
광진구,2021-02-01,64,88,0
광진구,2021-03-01,91,134,0
광진구,2021-04-01,99,131,0
광진구,2021-05-01,93,116,0
광진구,2021-06-01,66,85,0
광진구,2021-07-01,81,110,1
광진구,2021-08-01,85,101,1
광진구,2021-09-01,71,94,1
광진구,2021-10-01,82,108,0
광진구,2021-11-01,67,88,1
광진구,2021-12-01,51,67,0
광진구,2022-01-01,61,77,0
광진구,2022-02-01,58,81,0
광진구,2022-03-01,59,80,0
광진구,2022-04-01,56,99,1
광진구,2022-05-01,69,83,0
광진구,2022-06-01,46,65,0
광진구,2022-07-01,59,73,1
광진구,2022-08-01,46,54,1
광진구,2022-09-01,59,77,3
광진구,2022-10-01,79,120,0
광진구,2022-11-01,51,61,2
광진구,2022-12-01,65,96,1
